project_no,project_name,site_key,lat,lon,month,capture_date,aoi_cloud_pct,status,file
49,Cảng Lạch Huyện (Hải Phòng),port_lach_huyen,20.8,106.87,2026-05,2026-05-26,0.0,OK,port_lach_huyen/2026-05_2026-05-26_cloud0pct_OK.png
49,Cảng Lạch Huyện (Hải Phòng),port_lach_huyen,20.8,106.87,2026-06,2026-06-03,22.6,OK,port_lach_huyen/2026-06_2026-06-03_cloud23pct_OK.png
49,Cảng Lạch Huyện (Hải Phòng),port_lach_huyen,20.8,106.87,2026-08,2026-08-12,5.0,OK,port_lach_huyen/2026-08_2026-08-12_cloud5pct_OK.png
22,Cảng Liên Chiểu (Đà Nẵng),port_lien_chieu,16.12,108.11,2026-02,2026-02-05,8.2,OK,port_lien_chieu/2026-02_2026-02-05_cloud8pct_OK.png
22,Cảng Liên Chiểu (Đà Nẵng),port_lien_chieu,16.12,108.11,2026-03,2026-03-27,0.0,OK,port_lien_chieu/2026-03_2026-03-27_cloud0pct_OK.png
22,Cảng Liên Chiểu (Đà Nẵng),port_lien_chieu,16.12,108.11,2026-04,2026-04-06,0.0,OK,port_lien_chieu/2026-04_2026-04-06_cloud0pct_OK.png
22,Cảng Liên Chiểu (Đà Nẵng),port_lien_chieu,16.12,108.11,2026-05,2026-05-26,0.0,OK,port_lien_chieu/2026-05_2026-05-26_cloud0pct_OK.png
22,Cảng Liên Chiểu (Đà Nẵng),port_lien_chieu,16.12,108.11,2026-06,2026-06-20,0.0,OK,port_lien_chieu/2026-06_2026-06-20_cloud0pct_OK.png
22,Cảng Liên Chiểu (Đà Nẵng),port_lien_chieu,16.12,108.11,2026-07,2026-07-20,91.1,CLOUDY,port_lien_chieu/2026-07_2026-07-20_cloud91pct_CLOUDY.png
22,Cảng Liên Chiểu (Đà Nẵng),port_lien_chieu,16.12,108.11,2026-08,2026-08-14,100.0,CLOUDY,port_lien_chieu/2026-08_2026-08-14_cloud100pct_CLOUDY.png
50,Cảng Tiên Sa - giai đoạn 2 (Đà Nẵng),port_tien_sa,16.12,108.22,2026-02,2026-02-15,22.8,OK,port_tien_sa/2026-02_2026-02-15_cloud23pct_OK.png
50,Cảng Tiên Sa - giai đoạn 2 (Đà Nẵng),port_tien_sa,16.12,108.22,2026-03,2026-03-27,0.0,OK,port_tien_sa/2026-03_2026-03-27_cloud0pct_OK.png
50,Cảng Tiên Sa - giai đoạn 2 (Đà Nẵng),port_tien_sa,16.12,108.22,2026-04,2026-04-06,0.0,OK,port_tien_sa/2026-04_2026-04-06_cloud0pct_OK.png
50,Cảng Tiên Sa - giai đoạn 2 (Đà Nẵng),port_tien_sa,16.12,108.22,2026-05,2026-05-26,0.0,OK,port_tien_sa/2026-05_2026-05-26_cloud0pct_OK.png
50,Cảng Tiên Sa - giai đoạn 2 (Đà Nẵng),port_tien_sa,16.12,108.22,2026-06,2026-06-20,0.0,OK,port_tien_sa/2026-06_2026-06-20_cloud0pct_OK.png
50,Cảng Tiên Sa - giai đoạn 2 (Đà Nẵng),port_tien_sa,16.12,108.22,2026-07,2026-07-30,0.0,OK,port_tien_sa/2026-07_2026-07-30_cloud0pct_OK.png
50,Cảng Tiên Sa - giai đoạn 2 (Đà Nẵng),port_tien_sa,16.12,108.22,2026-08,2026-08-14,34.0,CLOUDY,port_tien_sa/2026-08_2026-08-14_cloud34pct_CLOUDY.png
82,Cảng Trần Đề (Sóc Trăng),port_tran_de,9.5,106.2,2026-02,2026-02-08,14.2,OK,port_tran_de/2026-02_2026-02-08_cloud14pct_OK.png
82,Cảng Trần Đề (Sóc Trăng),port_tran_de,9.5,106.2,2026-03,2026-03-15,7.7,OK,port_tran_de/2026-03_2026-03-15_cloud8pct_OK.png
82,Cảng Trần Đề (Sóc Trăng),port_tran_de,9.5,106.2,2026-04,2026-05-01,0.0,OK,port_tran_de/2026-04_2026-05-01_cloud0pct_OK.png
82,Cảng Trần Đề (Sóc Trăng),port_tran_de,9.5,106.2,2026-05,2026-05-01,0.0,OK,port_tran_de/2026-05_2026-05-01_cloud0pct_OK.png
82,Cảng Trần Đề (Sóc Trăng),port_tran_de,9.5,106.2,2026-06,2026-06-13,8.5,OK,port_tran_de/2026-06_2026-06-13_cloud8pct_OK.png
82,Cảng Trần Đề (Sóc Trăng),port_tran_de,9.5,106.2,2026-07,2026-07-18,55.2,CLOUDY,port_tran_de/2026-07_2026-07-18_cloud55pct_CLOUDY.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2025-01,2025-01-27,0.0,OK,02_pq_airport/2025-01_2025-01-27_cloud0pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2025-02,2025-02-08,0.0,OK,02_pq_airport/2025-02_2025-02-08_cloud0pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2025-03,2025-03-10,0.0,OK,02_pq_airport/2025-03_2025-03-10_cloud0pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2025-04,2025-04-04,0.0,OK,02_pq_airport/2025-04_2025-04-04_cloud0pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2025-05,2025-05-01,13.9,OK,02_pq_airport/2025-05_2025-05-01_cloud14pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2025-06,2025-06-21,18.5,OK,02_pq_airport/2025-06_2025-06-21_cloud18pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2025-07,2025-07-01,8.3,OK,02_pq_airport/2025-07_2025-07-01_cloud8pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2025-08,2025-08-09,0.0,OK,02_pq_airport/2025-08_2025-08-09_cloud0pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2025-09,2025-09-11,5.9,OK,02_pq_airport/2025-09_2025-09-11_cloud6pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2025-10,2025-10-08,3.2,OK,02_pq_airport/2025-10_2025-10-08_cloud3pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2025-11,2025-11-30,0.0,OK,02_pq_airport/2025-11_2025-11-30_cloud0pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2025-12,2025-12-23,0.0,OK,02_pq_airport/2025-12_2025-12-23_cloud0pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2026-01,2026-01-09,0.0,OK,02_pq_airport/2026-01_2026-01-09_cloud0pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2026-02,2026-02-18,31.5,CLOUDY,02_pq_airport/2026-02_2026-02-18_cloud32pct_CLOUDY.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2026-03,2026-03-23,23.9,OK,02_pq_airport/2026-03_2026-03-23_cloud24pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2026-04,2026-04-07,0.1,OK,02_pq_airport/2026-04_2026-04-07_cloud0pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2026-05,2026-05-27,0.4,OK,02_pq_airport/2026-05_2026-05-27_cloud0pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2026-06,2026-06-13,9.1,OK,02_pq_airport/2026-06_2026-06-13_cloud9pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2026-07,2026-07-18,12.2,OK,02_pq_airport/2026-07_2026-07-18_cloud12pct_OK.png
02,Mo rong CHKQT Phu Quoc,pq_airport,10.1628,103.998,2026-08,2026-08-02,38.1,CLOUDY,02_pq_airport/2026-08_2026-08-02_cloud38pct_CLOUDY.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2025-01,2025-01-07,0.0,OK,05_pq_tram/2025-01_2025-01-07_cloud0pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2025-02,2025-02-08,0.0,OK,05_pq_tram/2025-02_2025-02-08_cloud0pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2025-03,2025-03-10,0.1,OK,05_pq_tram/2025-03_2025-03-10_cloud0pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2025-04,2025-04-04,5.3,OK,05_pq_tram/2025-04_2025-04-04_cloud5pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2025-05,2025-05-01,12.9,OK,05_pq_tram/2025-05_2025-05-01_cloud13pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2025-06,2025-06-01,7.9,OK,05_pq_tram/2025-06_2025-06-01_cloud8pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2025-07,2025-07-13,7.0,OK,05_pq_tram/2025-07_2025-07-13_cloud7pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2025-08,2025-08-09,1.4,OK,05_pq_tram/2025-08_2025-08-09_cloud1pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2025-09,2025-09-11,40.2,CLOUDY,05_pq_tram/2025-09_2025-09-11_cloud40pct_CLOUDY.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2025-10,2025-10-08,19.6,OK,05_pq_tram/2025-10_2025-10-08_cloud20pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2025-11,2025-11-30,0.6,OK,05_pq_tram/2025-11_2025-11-30_cloud1pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2025-12,2025-12-10,20.0,OK,05_pq_tram/2025-12_2025-12-10_cloud20pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2026-01,2026-01-07,0.0,OK,05_pq_tram/2026-01_2026-01-07_cloud0pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2026-02,2026-02-13,9.7,OK,05_pq_tram/2026-02_2026-02-13_cloud10pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2026-03,2026-03-03,15.8,OK,05_pq_tram/2026-03_2026-03-03_cloud16pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2026-04,2026-04-24,5.7,OK,05_pq_tram/2026-04_2026-04-24_cloud6pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2026-05,2026-05-27,18.0,OK,05_pq_tram/2026-05_2026-05-27_cloud18pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2026-06,2026-06-13,5.9,OK,05_pq_tram/2026-06_2026-06-13_cloud6pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2026-07,2026-07-21,12.5,OK,05_pq_tram/2026-07_2026-07-21_cloud12pct_OK.png
05,Tau dien do thi PQ doan 1 (CHUA XAC MINH),pq_tram,10.105,103.999,2026-08,2026-08-02,40.7,CLOUDY,05_pq_tram/2026-08_2026-08-02_cloud41pct_CLOUDY.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2025-01,2025-01-31,0.0,OK,06_rach_chiec/2025-01_2025-01-31_cloud0pct_OK.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2025-02,2025-02-05,0.0,OK,06_rach_chiec/2025-02_2025-02-05_cloud0pct_OK.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2025-03,2025-03-07,24.6,OK,06_rach_chiec/2025-03_2025-03-07_cloud25pct_OK.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2025-04,2025-04-28,15.7,OK,06_rach_chiec/2025-04_2025-04-28_cloud16pct_OK.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2025-05,2025-05-21,13.7,OK,06_rach_chiec/2025-05_2025-05-21_cloud14pct_OK.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2025-06,2025-06-30,10.3,OK,06_rach_chiec/2025-06_2025-06-30_cloud10pct_OK.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2025-07,2025-07-25,7.1,OK,06_rach_chiec/2025-07_2025-07-25_cloud7pct_OK.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2025-08,2025-08-24,41.9,CLOUDY,06_rach_chiec/2025-08_2025-08-24_cloud42pct_CLOUDY.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2025-09,2025-09-18,76.3,CLOUDY,06_rach_chiec/2025-09_2025-09-18_cloud76pct_CLOUDY.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2025-10,2025-10-15,64.1,CLOUDY,06_rach_chiec/2025-10_2025-10-15_cloud64pct_CLOUDY.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2025-11,2025-11-30,49.8,CLOUDY,06_rach_chiec/2025-11_2025-11-30_cloud50pct_CLOUDY.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2025-12,2025-12-17,51.2,CLOUDY,06_rach_chiec/2025-12_2025-12-17_cloud51pct_CLOUDY.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2026-01,2026-01-26,0.0,OK,06_rach_chiec/2026-01_2026-01-26_cloud0pct_OK.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2026-02,2026-02-10,12.8,OK,06_rach_chiec/2026-02_2026-02-10_cloud13pct_OK.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2026-03,2026-03-17,0.0,OK,06_rach_chiec/2026-03_2026-03-17_cloud0pct_OK.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2026-04,2026-04-26,0.0,OK,06_rach_chiec/2026-04_2026-04-26_cloud0pct_OK.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2026-05,2026-05-01,0.0,OK,06_rach_chiec/2026-05_2026-05-01_cloud0pct_OK.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2026-06,2026-06-05,44.0,CLOUDY,06_rach_chiec/2026-06_2026-06-05_cloud44pct_CLOUDY.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2026-07,2026-07-20,48.7,CLOUDY,06_rach_chiec/2026-07_2026-07-20_cloud49pct_CLOUDY.png
06,Khu LH TDTT QG Rach Chiec,rach_chiec,10.8116,106.7587,2026-08,2026-08-02,95.1,CLOUDY,06_rach_chiec/2026-08_2026-08-02_cloud95pct_CLOUDY.png
9,Đường sắt Bến Thành - Cần Giờ,rail_benthanh_cangio,10.72,106.85,2026-02,2026-02-15,61.1,CLOUDY,rail_benthanh_cangio/2026-02_2026-02-15_cloud61pct_CLOUDY.png
9,Đường sắt Bến Thành - Cần Giờ,rail_benthanh_cangio,10.72,106.85,2026-03,2026-03-22,0.0,OK,rail_benthanh_cangio/2026-03_2026-03-22_cloud0pct_OK.png
9,Đường sắt Bến Thành - Cần Giờ,rail_benthanh_cangio,10.72,106.85,2026-04,2026-05-01,0.0,OK,rail_benthanh_cangio/2026-04_2026-05-01_cloud0pct_OK.png
9,Đường sắt Bến Thành - Cần Giờ,rail_benthanh_cangio,10.72,106.85,2026-05,2026-05-01,0.0,OK,rail_benthanh_cangio/2026-05_2026-05-01_cloud0pct_OK.png
9,Đường sắt Bến Thành - Cần Giờ,rail_benthanh_cangio,10.72,106.85,2026-06,2026-06-22,24.9,OK,rail_benthanh_cangio/2026-06_2026-06-22_cloud25pct_OK.png
9,Đường sắt Bến Thành - Cần Giờ,rail_benthanh_cangio,10.72,106.85,2026-07,2026-07-20,67.6,CLOUDY,rail_benthanh_cangio/2026-07_2026-07-20_cloud68pct_CLOUDY.png
9,Đường sắt Bến Thành - Cần Giờ,rail_benthanh_cangio,10.72,106.85,2026-08,2026-08-14,95.1,CLOUDY,rail_benthanh_cangio/2026-08_2026-08-14_cloud95pct_CLOUDY.png
81,Đường sắt Biên Hòa - Vũng Tàu,rail_bienhoa_vungtau,10.65,107.0,2026-02,2026-02-15,67.8,CLOUDY,rail_bienhoa_vungtau/2026-02_2026-02-15_cloud68pct_CLOUDY.png
81,Đường sắt Biên Hòa - Vũng Tàu,rail_bienhoa_vungtau,10.65,107.0,2026-03,2026-03-22,0.0,OK,rail_bienhoa_vungtau/2026-03_2026-03-22_cloud0pct_OK.png
81,Đường sắt Biên Hòa - Vũng Tàu,rail_bienhoa_vungtau,10.65,107.0,2026-04,2026-05-01,0.9,OK,rail_bienhoa_vungtau/2026-04_2026-05-01_cloud1pct_OK.png
81,Đường sắt Biên Hòa - Vũng Tàu,rail_bienhoa_vungtau,10.65,107.0,2026-05,2026-05-01,0.9,OK,rail_bienhoa_vungtau/2026-05_2026-05-01_cloud1pct_OK.png
81,Đường sắt Biên Hòa - Vũng Tàu,rail_bienhoa_vungtau,10.65,107.0,2026-07,2026-07-20,69.1,CLOUDY,rail_bienhoa_vungtau/2026-07_2026-07-20_cloud69pct_CLOUDY.png
81,Đường sắt Biên Hòa - Vũng Tàu,rail_bienhoa_vungtau,10.65,107.0,2026-08,2026-08-04,42.6,CLOUDY,rail_bienhoa_vungtau/2026-08_2026-08-04_cloud43pct_CLOUDY.png
10,Đường sắt Hà Nội - Quảng Ninh,rail_hanoi_quangninh,21.05,106.8,2026-03,2026-03-10,0.0,OK,rail_hanoi_quangninh/2026-03_2026-03-10_cloud0pct_OK.png
10,Đường sắt Hà Nội - Quảng Ninh,rail_hanoi_quangninh,21.05,106.8,2026-05,2026-05-24,1.4,OK,rail_hanoi_quangninh/2026-05_2026-05-24_cloud1pct_OK.png
80,Đường sắt TP.HCM - Cần Thơ,rail_hcm_cantho,10.5,106.3,2026-02,2026-02-08,0.0,OK,rail_hcm_cantho/2026-02_2026-02-08_cloud0pct_OK.png
80,Đường sắt TP.HCM - Cần Thơ,rail_hcm_cantho,10.5,106.3,2026-03,2026-03-25,0.6,OK,rail_hcm_cantho/2026-03_2026-03-25_cloud1pct_OK.png
80,Đường sắt TP.HCM - Cần Thơ,rail_hcm_cantho,10.5,106.3,2026-04,2026-04-24,17.5,OK,rail_hcm_cantho/2026-04_2026-04-24_cloud17pct_OK.png
80,Đường sắt TP.HCM - Cần Thơ,rail_hcm_cantho,10.5,106.3,2026-05,2026-05-09,37.4,CLOUDY,rail_hcm_cantho/2026-05_2026-05-09_cloud37pct_CLOUDY.png
80,Đường sắt TP.HCM - Cần Thơ,rail_hcm_cantho,10.5,106.3,2026-06,2026-06-13,80.4,CLOUDY,rail_hcm_cantho/2026-06_2026-06-13_cloud80pct_CLOUDY.png
80,Đường sắt TP.HCM - Cần Thơ,rail_hcm_cantho,10.5,106.3,2026-07,2026-07-23,44.6,CLOUDY,rail_hcm_cantho/2026-07_2026-07-23_cloud45pct_CLOUDY.png
21,Đường sắt Lào Cai - Hà Nội - Hải Phòng,rail_laocai_hn_hp,21.02,105.84,2026-03,2026-03-13,1.3,OK,rail_laocai_hn_hp/2026-03_2026-03-13_cloud1pct_OK.png
21,Đường sắt Lào Cai - Hà Nội - Hải Phòng,rail_laocai_hn_hp,21.02,105.84,2026-04,2026-04-12,0.0,OK,rail_laocai_hn_hp/2026-04_2026-04-12_cloud0pct_OK.png
21,Đường sắt Lào Cai - Hà Nội - Hải Phòng,rail_laocai_hn_hp,21.02,105.84,2026-05,2026-05-27,2.8,OK,rail_laocai_hn_hp/2026-05_2026-05-27_cloud3pct_OK.png
21,Đường sắt Lào Cai - Hà Nội - Hải Phòng,rail_laocai_hn_hp,21.02,105.84,2026-06,2026-06-01,48.7,CLOUDY,rail_laocai_hn_hp/2026-06_2026-06-01_cloud49pct_CLOUDY.png
21,Đường sắt Lào Cai - Hà Nội - Hải Phòng,rail_laocai_hn_hp,21.02,105.84,2026-07,2026-07-26,78.5,CLOUDY,rail_laocai_hn_hp/2026-07_2026-07-26_cloud79pct_CLOUDY.png
21,Đường sắt Lào Cai - Hà Nội - Hải Phòng,rail_laocai_hn_hp,21.02,105.84,2026-08,2026-08-10,1.1,OK,rail_laocai_hn_hp/2026-08_2026-08-10_cloud1pct_OK.png
55,Vành đai 3 TP.HCM,ring3_hcmc,10.82,106.68,2026-02,2026-02-08,0.0,OK,ring3_hcmc/2026-02_2026-02-08_cloud0pct_OK.png
55,Vành đai 3 TP.HCM,ring3_hcmc,10.82,106.68,2026-03,2026-04-01,0.0,OK,ring3_hcmc/2026-03_2026-04-01_cloud0pct_OK.png
55,Vành đai 3 TP.HCM,ring3_hcmc,10.82,106.68,2026-04,2026-04-24,0.0,OK,ring3_hcmc/2026-04_2026-04-24_cloud0pct_OK.png
55,Vành đai 3 TP.HCM,ring3_hcmc,10.82,106.68,2026-05,2026-05-01,0.7,OK,ring3_hcmc/2026-05_2026-05-01_cloud1pct_OK.png
55,Vành đai 3 TP.HCM,ring3_hcmc,10.82,106.68,2026-06,2026-06-22,31.1,CLOUDY,ring3_hcmc/2026-06_2026-06-22_cloud31pct_CLOUDY.png
55,Vành đai 3 TP.HCM,ring3_hcmc,10.82,106.68,2026-07,2026-07-20,37.2,CLOUDY,ring3_hcmc/2026-07_2026-07-20_cloud37pct_CLOUDY.png
55,Vành đai 3 TP.HCM,ring3_hcmc,10.82,106.68,2026-08,2026-08-04,59.9,CLOUDY,ring3_hcmc/2026-08_2026-08-04_cloud60pct_CLOUDY.png
56,Vành đai 4 - Vùng Thủ đô Hà Nội,ring4_hanoi,21.0,105.85,2026-03,2026-03-13,0.5,OK,ring4_hanoi/2026-03_2026-03-13_cloud0pct_OK.png
56,Vành đai 4 - Vùng Thủ đô Hà Nội,ring4_hanoi,21.0,105.85,2026-04,2026-04-12,0.0,OK,ring4_hanoi/2026-04_2026-04-12_cloud0pct_OK.png
56,Vành đai 4 - Vùng Thủ đô Hà Nội,ring4_hanoi,21.0,105.85,2026-05,2026-06-01,36.5,CLOUDY,ring4_hanoi/2026-05_2026-06-01_cloud37pct_CLOUDY.png
56,Vành đai 4 - Vùng Thủ đô Hà Nội,ring4_hanoi,21.0,105.85,2026-06,2026-06-01,36.5,CLOUDY,ring4_hanoi/2026-06_2026-06-01_cloud37pct_CLOUDY.png
56,Vành đai 4 - Vùng Thủ đô Hà Nội,ring4_hanoi,21.0,105.85,2026-07,2026-07-18,66.7,CLOUDY,ring4_hanoi/2026-07_2026-07-18_cloud67pct_CLOUDY.png
56,Vành đai 4 - Vùng Thủ đô Hà Nội,ring4_hanoi,21.0,105.85,2026-08,2026-08-10,0.6,OK,ring4_hanoi/2026-08_2026-08-10_cloud1pct_OK.png
23,Vành đai 4 TP.HCM,ring4_hcmc,10.85,106.62,2026-02,2026-02-08,0.0,OK,ring4_hcmc/2026-02_2026-02-08_cloud0pct_OK.png
23,Vành đai 4 TP.HCM,ring4_hcmc,10.85,106.62,2026-03,2026-04-01,0.0,OK,ring4_hcmc/2026-03_2026-04-01_cloud0pct_OK.png
23,Vành đai 4 TP.HCM,ring4_hcmc,10.85,106.62,2026-04,2026-04-24,0.0,OK,ring4_hcmc/2026-04_2026-04-24_cloud0pct_OK.png
23,Vành đai 4 TP.HCM,ring4_hcmc,10.85,106.62,2026-05,2026-05-01,3.2,OK,ring4_hcmc/2026-05_2026-05-01_cloud3pct_OK.png
23,Vành đai 4 TP.HCM,ring4_hcmc,10.85,106.62,2026-06,2026-06-22,40.0,CLOUDY,ring4_hcmc/2026-06_2026-06-22_cloud40pct_CLOUDY.png
23,Vành đai 4 TP.HCM,ring4_hcmc,10.85,106.62,2026-07,2026-07-20,30.2,CLOUDY,ring4_hcmc/2026-07_2026-07-20_cloud30pct_CLOUDY.png
23,Vành đai 4 TP.HCM,ring4_hcmc,10.85,106.62,2026-08,2026-08-04,91.4,CLOUDY,ring4_hcmc/2026-08_2026-08-04_cloud91pct_CLOUDY.png
8,"Tuyến đường kết nối sân bay Gia Bình - Hà Nội (đoạn qua Bắc Ninh, Km9+000-Km27+766)",road_giabinh_bacninh,21.05,106.28,2026-03,2026-03-13,0.0,OK,road_giabinh_bacninh/2026-03_2026-03-13_cloud0pct_OK.png
8,"Tuyến đường kết nối sân bay Gia Bình - Hà Nội (đoạn qua Bắc Ninh, Km9+000-Km27+766)",road_giabinh_bacninh,21.05,106.28,2026-04,2026-04-12,0.0,OK,road_giabinh_bacninh/2026-04_2026-04-12_cloud0pct_OK.png
8,"Tuyến đường kết nối sân bay Gia Bình - Hà Nội (đoạn qua Bắc Ninh, Km9+000-Km27+766)",road_giabinh_bacninh,21.05,106.28,2026-05,2026-05-27,2.2,OK,road_giabinh_bacninh/2026-05_2026-05-27_cloud2pct_OK.png
8,"Tuyến đường kết nối sân bay Gia Bình - Hà Nội (đoạn qua Bắc Ninh, Km9+000-Km27+766)",road_giabinh_bacninh,21.05,106.28,2026-06,2026-06-01,25.0,OK,road_giabinh_bacninh/2026-06_2026-06-01_cloud25pct_OK.png
8,"Tuyến đường kết nối sân bay Gia Bình - Hà Nội (đoạn qua Bắc Ninh, Km9+000-Km27+766)",road_giabinh_bacninh,21.05,106.28,2026-07,2026-07-26,72.2,CLOUDY,road_giabinh_bacninh/2026-07_2026-07-26_cloud72pct_CLOUDY.png
8,"Tuyến đường kết nối sân bay Gia Bình - Hà Nội (đoạn qua Bắc Ninh, Km9+000-Km27+766)",road_giabinh_bacninh,21.05,106.28,2026-08,2026-08-10,0.0,OK,road_giabinh_bacninh/2026-08_2026-08-10_cloud0pct_OK.png
7,Tuyến đường nối sân bay Gia Bình - Hà Nội (đoạn qua TP Hà Nội),road_giabinh_hanoi,21.0,106.05,2026-03,2026-03-13,0.0,OK,road_giabinh_hanoi/2026-03_2026-03-13_cloud0pct_OK.png
7,Tuyến đường nối sân bay Gia Bình - Hà Nội (đoạn qua TP Hà Nội),road_giabinh_hanoi,21.0,106.05,2026-04,2026-04-12,6.8,OK,road_giabinh_hanoi/2026-04_2026-04-12_cloud7pct_OK.png
7,Tuyến đường nối sân bay Gia Bình - Hà Nội (đoạn qua TP Hà Nội),road_giabinh_hanoi,21.0,106.05,2026-05,2026-05-27,1.0,OK,road_giabinh_hanoi/2026-05_2026-05-27_cloud1pct_OK.png
7,Tuyến đường nối sân bay Gia Bình - Hà Nội (đoạn qua TP Hà Nội),road_giabinh_hanoi,21.0,106.05,2026-06,2026-06-01,46.3,CLOUDY,road_giabinh_hanoi/2026-06_2026-06-01_cloud46pct_CLOUDY.png
7,Tuyến đường nối sân bay Gia Bình - Hà Nội (đoạn qua TP Hà Nội),road_giabinh_hanoi,21.0,106.05,2026-07,2026-07-26,87.2,CLOUDY,road_giabinh_hanoi/2026-07_2026-07-26_cloud87pct_CLOUDY.png
7,Tuyến đường nối sân bay Gia Bình - Hà Nội (đoạn qua TP Hà Nội),road_giabinh_hanoi,21.0,106.05,2026-08,2026-08-10,0.0,OK,road_giabinh_hanoi/2026-08_2026-08-10_cloud0pct_OK.png
